[    2137ms] [LOG] [App] Starting initialization... @ http://localhost:3000/src/main.js?t=1787400355046:19
[    5203ms] [LOG] [LandingPage] Loading section: offer @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5203ms] [LOG] [LandingPage] IntersectionObserver fired for apps [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5204ms] [LOG] [LandingPage] Loading section: apps @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5204ms] [LOG] [LandingPage] IntersectionObserver fired for ai-workflow [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5204ms] [LOG] [LandingPage] Loading section: ai-workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5204ms] [LOG] [LandingPage] IntersectionObserver fired for repo-narrative [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5204ms] [LOG] [LandingPage] Loading section: repo-narrative @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5204ms] [LOG] [LandingPage] IntersectionObserver fired for academy [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5205ms] [LOG] [LandingPage] Loading section: academy @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5205ms] [LOG] [LandingPage] IntersectionObserver fired for ugc [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5205ms] [LOG] [LandingPage] Loading section: ugc @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5205ms] [LOG] [LandingPage] IntersectionObserver fired for problem [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5205ms] [LOG] [LandingPage] Loading section: problem @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5206ms] [LOG] [LandingPage] IntersectionObserver fired for scrolling [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5206ms] [LOG] [LandingPage] Loading section: scrolling @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5206ms] [LOG] [LandingPage] IntersectionObserver fired for made-with [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5206ms] [LOG] [LandingPage] Loading section: made-with @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5207ms] [LOG] [LandingPage] IntersectionObserver fired for repo-vfx [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5207ms] [LOG] [LandingPage] Loading section: repo-vfx @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5207ms] [LOG] [LandingPage] IntersectionObserver fired for hook [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5207ms] [LOG] [LandingPage] Loading section: hook @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5207ms] [LOG] [LandingPage] IntersectionObserver fired for repo-social-ads [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5207ms] [LOG] [LandingPage] Loading section: repo-social-ads @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5207ms] [LOG] [LandingPage] IntersectionObserver fired for gallery [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5207ms] [LOG] [LandingPage] Loading section: gallery @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5208ms] [LOG] [LandingPage] IntersectionObserver fired for repo-animated [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5208ms] [LOG] [LandingPage] Loading section: repo-animated @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    5208ms] [LOG] [LandingPage] IntersectionObserver fired for repo-fashion [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[    5208ms] [LOG] [LandingPage] Loading section: repo-fashion @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[    6317ms] [LOG] [popcorn-init] OK: popcorn-core @ http://localhost:3000/src/lib/popcornInit.js:48
[    7129ms] [LOG] [LandingPage] Section loaded: engines @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7329ms] [LOG] [LandingPage] Section loaded: features @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7433ms] [LOG] [LandingPage] Section loaded: comparison @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7481ms] [LOG] [LandingPage] Section loaded: value @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7573ms] [LOG] [LandingPage] Section loaded: agency @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7823ms] [LOG] [LandingPage] Section loaded: cta @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7906ms] [LOG] [LandingPage] Section loaded: offer @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    7957ms] [LOG] [LandingPage] Section loaded: workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    8012ms] [LOG] [LandingPage] Section loaded: repos @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    8292ms] [LOG] [LandingPage] Section loaded: problem @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    8325ms] [LOG] [LandingPage] Section loaded: scrolling @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    8417ms] [LOG] [LandingPage] Section loaded: hook @ http://localhost:3000/src/components/landing/LandingPage.jsx:141
[    8715ms] [LOG] [popcorn-init] OK: popcorn-ie8 @ http://localhost:3000/src/lib/popcornInit.js:48
[   12057ms] [LOG] [App] Starting initialization... @ http://localhost:3000/src/main.js?t=1787400355046:19
[   13216ms] [LOG] [popcorn-init] OK: jquery @ http://localhost:3000/src/lib/popcornInit.js:41
[   13865ms] [LOG] [LandingPage] Header.jsx loaded @ http://localhost:3000/src/components/landing/LandingPage.jsx:170
[   14135ms] [LOG] [popcorn-init] OK: jquery-textfill @ http://localhost:3000/src/lib/popcornInit.js:48
[   15215ms] [LOG] [popcorn-init] OK: popcorn-core @ http://localhost:3000/src/lib/popcornInit.js:48
[   15219ms] [LOG] [LandingPage] CinematicVideoHero.jsx loaded @ http://localhost:3000/src/components/landing/LandingPage.jsx:183
[   15244ms] [LOG] [popcorn-init] OK: popcorn-ie8 @ http://localhost:3000/src/lib/popcornInit.js:48
[   15298ms] [LOG] [LandingPage] HeroSection.jsx loaded @ http://localhost:3000/src/components/landing/LandingPage.jsx:196
[   15299ms] [LOG] [LandingPage] Observer created for: scrolling placeholder id: section-scrolling @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: hook placeholder id: section-hook @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: engines placeholder id: section-engines @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: apps placeholder id: section-apps @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: features placeholder id: section-features @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: problem placeholder id: section-problem @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15299ms] [LOG] [LandingPage] Observer created for: workflow placeholder id: section-workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: comparison placeholder id: section-comparison @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: value placeholder id: section-value @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: agency placeholder id: section-agency @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: offer placeholder id: section-offer @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: cta placeholder id: section-cta @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: ai-workflow placeholder id: section-ai-workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: made-with placeholder id: section-made-with @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: ugc placeholder id: section-ugc @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: gallery placeholder id: section-gallery @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: academy placeholder id: section-academy @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-cinema placeholder id: section-repo-cinema @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-commercial placeholder id: section-repo-commercial @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-social-ads placeholder id: section-repo-social-ads @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-narrative placeholder id: section-repo-narrative @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-vertical placeholder id: section-repo-vertical @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-ecommerce placeholder id: section-repo-ecommerce @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-kinetic placeholder id: section-repo-kinetic @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15300ms] [LOG] [LandingPage] Observer created for: repo-animated placeholder id: section-repo-animated @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: repo-animation placeholder id: section-repo-animation @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: repo-reference placeholder id: section-repo-reference @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: repo-vfx placeholder id: section-repo-vfx @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: repo-fashion placeholder id: section-repo-fashion @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: repos placeholder id: section-repos @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15301ms] [LOG] [LandingPage] Observer created for: gtm-boost placeholder id: section-gtm-boost @ http://localhost:3000/src/components/landing/LandingPage.jsx:154
[   15303ms] [LOG] [App] Landing page rendered @ http://localhost:3000/src/main.js?t=1787400355046:88
[   15318ms] [LOG] [LandingPage] IntersectionObserver fired for value [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15318ms] [LOG] [LandingPage] Loading section: value @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15318ms] [LOG] [LandingPage] IntersectionObserver fired for repo-cinema [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15318ms] [LOG] [LandingPage] Loading section: repo-cinema @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15319ms] [LOG] [LandingPage] IntersectionObserver fired for academy [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15319ms] [LOG] [LandingPage] Loading section: academy @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15319ms] [LOG] [LandingPage] IntersectionObserver fired for gtm-boost [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15319ms] [LOG] [LandingPage] Loading section: gtm-boost @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15319ms] [LOG] [LandingPage] IntersectionObserver fired for repo-animation [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15320ms] [LOG] [LandingPage] Loading section: repo-animation @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15320ms] [LOG] [LandingPage] IntersectionObserver fired for agency [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15320ms] [LOG] [LandingPage] Loading section: agency @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15320ms] [LOG] [LandingPage] IntersectionObserver fired for features [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15320ms] [LOG] [LandingPage] Loading section: features @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15321ms] [LOG] [LandingPage] IntersectionObserver fired for repo-fashion [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15321ms] [LOG] [LandingPage] Loading section: repo-fashion @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15321ms] [LOG] [LandingPage] IntersectionObserver fired for hook [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15321ms] [LOG] [LandingPage] Loading section: hook @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15321ms] [LOG] [LandingPage] IntersectionObserver fired for ai-workflow [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15322ms] [LOG] [LandingPage] Loading section: ai-workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15322ms] [LOG] [LandingPage] IntersectionObserver fired for repo-commercial [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15322ms] [LOG] [LandingPage] Loading section: repo-commercial @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15322ms] [LOG] [LandingPage] IntersectionObserver fired for problem [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15323ms] [LOG] [LandingPage] Loading section: problem @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15323ms] [LOG] [LandingPage] IntersectionObserver fired for repos [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15323ms] [LOG] [LandingPage] Loading section: repos @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15323ms] [LOG] [LandingPage] IntersectionObserver fired for repo-vfx [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15323ms] [LOG] [LandingPage] Loading section: repo-vfx @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15323ms] [LOG] [LandingPage] IntersectionObserver fired for engines [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15323ms] [LOG] [LandingPage] Loading section: engines @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15324ms] [LOG] [LandingPage] IntersectionObserver fired for made-with [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15324ms] [LOG] [LandingPage] Loading section: made-with @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15324ms] [LOG] [LandingPage] IntersectionObserver fired for repo-narrative [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15324ms] [LOG] [LandingPage] Loading section: repo-narrative @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15324ms] [LOG] [LandingPage] IntersectionObserver fired for offer [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15324ms] [LOG] [LandingPage] Loading section: offer @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15325ms] [LOG] [LandingPage] IntersectionObserver fired for repo-vertical [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15325ms] [LOG] [LandingPage] Loading section: repo-vertical @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15325ms] [LOG] [LandingPage] IntersectionObserver fired for scrolling [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15325ms] [LOG] [LandingPage] Loading section: scrolling @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15325ms] [LOG] [LandingPage] IntersectionObserver fired for repo-animated [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15325ms] [LOG] [LandingPage] Loading section: repo-animated @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15325ms] [LOG] [LandingPage] IntersectionObserver fired for repo-reference [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15326ms] [LOG] [LandingPage] Loading section: repo-reference @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15326ms] [LOG] [LandingPage] IntersectionObserver fired for ugc [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15326ms] [LOG] [LandingPage] Loading section: ugc @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15326ms] [LOG] [LandingPage] IntersectionObserver fired for repo-social-ads [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15326ms] [LOG] [LandingPage] Loading section: repo-social-ads @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15326ms] [LOG] [LandingPage] IntersectionObserver fired for workflow [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15326ms] [LOG] [LandingPage] Loading section: workflow @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15327ms] [LOG] [LandingPage] IntersectionObserver fired for apps [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15327ms] [LOG] [LandingPage] Loading section: apps @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15327ms] [LOG] [LandingPage] IntersectionObserver fired for repo-kinetic [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15327ms] [LOG] [LandingPage] Loading section: repo-kinetic @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15327ms] [LOG] [LandingPage] IntersectionObserver fired for repo-ecommerce [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15327ms] [LOG] [LandingPage] Loading section: repo-ecommerce @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15327ms] [LOG] [LandingPage] IntersectionObserver fired for comparison [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15327ms] [LOG] [LandingPage] Loading section: comparison @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15327ms] [LOG] [LandingPage] IntersectionObserver fired for cta [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15328ms] [LOG] [LandingPage] Loading section: cta @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
[   15328ms] [LOG] [LandingPage] IntersectionObserver fired for gallery [Object] @ http://localhost:3000/src/components/landing/LandingPage.jsx:119
[   15328ms] [LOG] [LandingPage] Loading section: gallery @ http://localhost:3000/src/components/landing/LandingPage.jsx:122
